      Age   Thickness   Depth
        4392        2.00    9517.08
        4393        2.80    9519.88
        4394        7.80    9527.68
        4395        1.60    9529.28
        4396       13.20    9542.48
        4397        4.28    9546.76
        4398        3.36    9550.12
        4399        9.16    9559.28
        4400       13.20    9572.48
        4401       12.00    9584.48
        4402        2.48    9586.96
        4403        5.40    9592.36
        4404       10.00    9602.36
        4405        2.80    9605.16
        4406        3.20    9608.36
        4407        2.00    9610.36
        4408        2.40    9612.76
        4409        7.44    9620.20
        4410        1.52    9621.72
        4411        2.04    9623.76
        4412        1.40    9625.16
        4413        2.48    9627.64
        4414        1.60    9629.24
        4415        2.00    9631.24
        4416        2.48    9633.72
        4417        6.60    9640.32
        4418        1.68    9642.00
        4419        1.88    9643.88
        4420        4.00    9647.88
        4421        1.72    9649.60
        4422        2.16    9651.76
        4423        1.20    9652.96
        4424        1.44    9654.40
        4425        2.20    9656.60
        4426        2.72    9659.32
        4427        2.72    9662.04
        4428        2.84    9664.88
        4429        2.08    9666.96
        4430        2.40    9669.36
        4431        2.28    9671.64
        4432        3.60    9675.24
        4433        2.16    9677.40
        4434        2.60    9680.00
        4435        2.00    9682.00
        4436        2.80    9684.80
        4437        5.20    9690.00
        4438        1.60    9691.60
        4439        1.60    9693.20
        4440        3.52    9696.72
        4441        3.44    9700.16
        4442        2.48    9702.64
        4443        3.56    9706.20
        4444        1.48    9707.68
        4445        2.40    9710.08
        4446        1.60    9711.68
        4447        1.92    9713.60
        4448        2.12    9715.72
        4449        4.64    9720.36
        4450        6.92    9727.28
        4451        1.12    9728.40
        4452        0.80    9729.20
        4453        1.68    9730.88
        4454        2.04    9732.92
        4455        2.44    9735.36
        4456        1.72    9737.08
        4457        1.52    9738.60
        4458        1.60    9740.20
        4459        2.24    9742.44
        4460        2.80    9745.24
        4461        5.92    9751.16
        4462        2.20    9753.36
        4463        2.80    9756.16
        4464       11.20    9767.36
        4465        2.40    9769.76
        4466        3.20    9772.96
        4467        4.56    9777.52
        4468        9.20    9786.72
        4469       12.12    9798.84
        4470        3.60    9802.44
        4471        6.24    9808.68
        4472        2.08    9810.76
        4473        5.20    9815.96
        4474        5.64    9821.60
        4475        2.64    9824.24
        4476        5.60    9829.84
        4477        5.40    9835.24
        4478        4.52    9839.76
        4479        2.80    9842.56
        4480        6.48    9849.04
        4481        7.96    9857.00
        4482        2.68    9859.68
        4483        1.88    9861.56
        4484        2.72    9864.28
        4485        2.80    9867.08
        4486        2.80    9869.88
        4487        2.20    9872.08
        4488        2.00    9874.08
        4489        2.72    9876.80
        4490        2.08    9878.88
        4491        3.20    9882.08
        4492        2.00    9884.08
        4493        1.20    9885.28
        4494        1.80    9887.08
        4495        1.60    9888.68
        4496        2.00    9890.68
        4497        2.40    9893.08
        4498        3.00    9896.08
        4499        3.08    9899.16
        4500        5.04    9904.20
        4501        4.80    9909.00
        4502        1.96    9910.96
        4503        2.00    9912.96
        4504        4.00    9916.96
        4505        2.40    9919.36
        4506        2.48    9921.84
        4507        2.24    9924.08
        4508        3.80    9927.88
        4509        1.28    9929.16
        4510        1.60    9930.76
        4511        2.24    9933.00
        4512        3.64    9936.64
        4513        2.96    9939.60
        4514        3.60    9943.20
        4515        2.96    9946.16
        4516        6.60    9952.76
        4517        3.12    9955.88
        4518        1.64    9957.52
        4519        1.60    9959.12
        4520        4.08    9963.20
        4521        2.04    9965.24
        4522        1.88    9967.12
        4523        1.60    9968.72
        4524        2.20    9970.92
        4525        1.60    9972.52
        4526        2.80    9975.32
        4527        1.60    9976.92
        4528        2.00    9978.92
        4529        1.56    9980.48
        4530        2.68    9983.16
        4531        7.60    9990.76
        4532        6.08    9996.84
        4533        4.80   10001.64
        4534        2.96   10004.60
        4535        2.00   10006.60
        4536        0.64   10007.24
        4537        2.00   10009.24
        4538        2.00   10011.24
        4539        1.48   10012.72
        4540        2.12   10014.84
        4541        1.56   10016.40
        4542        2.08   10018.48
        4543        1.60   10020.08
        4544        2.40   10022.48
        4545        1.40   10023.88
        4546        5.60   10029.48
        4547        8.80   10038.28
        4548        3.20   10041.48
        4549        2.44   10043.92
        4550        2.40   10046.32
        4551        2.76   10049.08
        4552        2.80   10051.88
        4553        2.44   10054.32
        4554        1.96   10056.28
        4555        3.72   10060.00
        4556        2.60   10062.60
        4557        2.24   10064.84
        4558        2.80   10067.64
        4559        3.32   10070.96
        4560        2.88   10073.84
        4561        4.80   10078.64
        4562        3.12   10081.76
        4563        4.52   10086.28
        4564        5.36   10091.64
        4565        5.92   10097.56
        4566        5.92   10103.48
        4567        2.00   10105.48
        4568        1.80   10107.28
        4569        2.08   10109.36
        4570        1.80   10111.16
        4571        2.60   10113.76
        4572        1.08   10114.84
        4573        1.64   10116.48
        4574        1.60   10118.08
        4575        2.52   10120.60
        4576        3.64   10124.24
        4577        3.28   10127.52
        4578        2.00   10129.52
        4579        1.88   10131.40
        4580        1.44   10132.84
        4581        1.28   10134.12
        4582        1.60   10135.72
        4583        2.00   10137.72
        4584        2.40   10140.12
        4585        1.32   10141.44
        4586        2.80   10144.24
        4587        1.72   10145.96
        4588        2.88   10148.84
        4589        3.12   10151.96
        4590        2.52   10154.48
        4591        2.00   10156.48
        4592        2.08   10158.56
        4593        2.12   10160.68
        4594        1.84   10162.52
        4595        2.92   10165.44
        4596        4.80   10170.24
        4597        1.52   10171.76
        4598        2.32   10174.08
        4599        2.44   10176.52
        4600        2.00   10178.52
        4601        2.80   10181.32
        4602        1.80   10183.12
        4603        2.00   10185.12
        4604        2.72   10187.84
        4605        2.04   10189.88
        4606        1.80   10191.68
        4607        1.28   10192.96
        4608        1.36   10194.32
        4609        1.40   10195.72
        4610        1.48   10197.20
        4611        1.72   10198.92
        4612        2.00   10200.92
        4613        1.84   10202.76
        4614        1.20   10203.96
        4615        2.20   10206.16
        4616        2.40   10208.56
        4617        2.36   10210.92
        4618        1.48   10212.40
        4619        1.48   10213.88
        4620        1.72   10215.60
        4621        2.00   10217.60
        4622        1.80   10219.40
        4623        1.20   10220.60
        4624        1.64   10222.24
        4625        2.88   10225.12
        4626        2.00   10227.12
        4627        2.24   10229.36
        4628        2.04   10231.40
        4629        3.60   10235.00
        4630        3.28   10238.28
        4631        2.12   10240.40
        4632        3.76   10244.16
        4633        2.44   10246.60
        4634        4.16   10250.76
        4635       13.84   10264.60
        4636        9.20   10273.80
        4637        3.24   10277.04
        4638        1.08   10278.12
        4639        1.92   10280.04
        4640        3.60   10283.64
        4641        2.52   10286.16
        4642        2.08   10288.24
        4643        2.60   10290.84
        4644        2.68   10293.52
        4645        1.64   10295.16
        4646        1.52   10296.68
        4647        2.04   10298.72
        4648        3.20   10301.92
        4649        3.28   10305.20
        4650        2.28   10307.48
        4651        1.28   10308.76
        4652        2.00   10310.76
        4653        4.12   10314.88
        4654        5.60   10320.48
        4655        3.20   10323.68
        4656        2.52   10326.20
        4657       12.68   10338.88
        4658       11.20   10350.08
        4659        9.60   10359.68
        4660        8.80   10368.48
        4661        4.76   10373.24
        4662        3.28   10376.52
        4663        1.92   10378.44
        4664        1.92   10380.36
        4665        1.92   10382.28
        4666        1.92   10384.20
        4667        1.92   10386.12
        4668        1.92   10388.04
        4669        1.92   10389.96
        4670        1.92   10391.88
        4671        1.92   10393.80
        4672        1.92   10395.72
        4673        1.92   10397.64
        4674        1.92   10399.56
        4675        1.92   10401.48
        4676        1.92   10403.40
        4677        1.92   10405.32
        4678        1.92   10407.24
        4679        1.92   10409.16
        4680        1.92   10411.08
        4681        1.92   10413.00
        4682        1.92   10414.92
        4683        1.92   10416.84
        4684        1.92   10418.76
        4685        1.92   10420.68
        4686        1.92   10422.60
        4687        1.92   10424.52
        4688        3.60   10428.12
        4689        3.72   10431.84
        4690        2.44   10434.28
        4691        2.20   10436.48
        4692        2.16   10438.64
        4693        1.80   10440.44
        4694        2.00   10442.44
        4695        3.20   10445.64
        4696        3.60   10449.24
        4697        1.52   10450.76
        4698        1.00   10451.76
        4699        1.64   10453.40
        4700        1.72   10455.12
        4701        1.68   10456.80
        4702        2.00   10458.80
        4703        2.16   10460.96
        4704        1.68   10462.64
        4705        1.20   10463.84
        4706        1.68   10465.52
        4707        1.80   10467.32
        4708        2.00   10469.32
        4709        1.92   10471.24
        4710        1.20   10472.44
        4711        2.00   10474.44
        4712        1.52   10475.96
        4713        1.68   10477.64
        4714        2.24   10479.88
        4715        1.32   10481.20
        4716        1.12   10482.32
        4717        1.76   10484.08
        4718        1.64   10485.72
        4719        1.68   10487.40
        4720        1.64   10489.04
        4721        1.60   10490.64
        4722        1.56   10492.20
        4723        0.84   10493.04
        4724        1.40   10494.44
        4725        0.92   10495.36
        4726        0.60   10495.96
        4727        0.64   10496.60
        4728        2.20   10498.80
        4729        0.60   10499.40
        4730        1.60   10501.00
        4731        1.48   10502.48
        4732        0.60   10503.08
        4733        0.72   10503.80
        4734        0.80   10504.60
        4735        1.24   10505.84
        4736        1.16   10507.00
        4737        0.72   10507.72
        4738        0.80   10508.52
        4739        1.24   10509.76
        4740        0.80   10510.56
        4741        1.20   10511.76
        4742        1.52   10513.28
        4743        1.16   10514.44
        4744        1.04   10515.48
        4745        1.88   10517.36
        4746        1.28   10518.64
        4747        1.08   10519.72
        4748        1.60   10521.32
        4749        1.20   10522.52
        4750        1.00   10523.52
        4751        0.36   10523.88
        4752        0.92   10524.80
        4753        0.88   10525.68
        4754        0.80   10526.48
        4755        0.92   10527.40
        4756        1.20   10528.60
        4757        0.80   10529.40
        4758        0.80   10530.20
        4759        1.04   10531.24
        4760        1.24   10532.48
        4761        0.88   10533.36
        4762        1.28   10534.64
        4763        1.76   10536.40
        4764        0.88   10537.28
        4765        1.60   10538.88
        4766        1.52   10540.40
        4767        1.20   10541.60
        4768        0.68   10542.28
        4769        0.92   10543.20
        4770        1.00   10544.20
        4771        1.60   10545.80
        4772        2.00   10547.80
        4773        1.80   10549.60
        4774        1.12   10550.72
        4775        1.52   10552.24
        4776        2.20   10554.44
        4777        1.48   10555.92
        4778        1.64   10557.56
        4779        1.08   10558.64
        4780        1.04   10559.68
        4781        1.08   10560.76
        4782        1.64   10562.40
        4783        0.88   10563.28
        4784        1.08   10564.36
        4785        0.88   10565.24
        4786        1.24   10566.48
        4787        1.36   10567.84
        4788        1.12   10568.96
        4789        0.68   10569.64
        4790        0.32   10569.96
        4791        0.84   10570.80
        4792        0.84   10571.64
        4793        1.56   10573.20
        4794        1.60   10574.80
        4795        0.84   10575.64
        4796        0.80   10576.44
        4797        0.84   10577.28
        4798        1.20   10578.48
        4799        1.12   10579.60
        4800        1.28   10580.88
        4801        1.08   10581.96
        4802        1.20   10583.16
        4803        0.88   10584.04
        4804        2.68   10586.72
        4805        3.64   10590.36
        4806        1.16   10591.52
        4807        1.84   10593.36
        4808        1.72   10595.08
        4809        1.80   10596.88
        4810        1.72   10598.60
        4811        1.00   10599.60
        4812        1.04   10600.64
        4813        1.04   10601.68
        4814        1.56   10603.24
        4815        1.60   10604.84
        4816        1.68   10606.52
        4817        1.72   10608.24
        4818        1.84   10610.08
        4819        0.68   10610.76
        4820        0.48   10611.24
        4821        1.00   10612.24
        4822        1.28   10613.52
        4823        0.88   10614.40
        4824        1.52   10615.92
        4825        0.60   10616.52
        4826        0.48   10617.00
        4827        1.60   10618.60
        4828        0.88   10619.48
        4829        1.20   10620.68
        4830        0.84   10621.52
        4831        1.36   10622.88
        4832        2.04   10624.92
        4833        2.08   10627.00
        4834        2.00   10629.00
        4835        1.52   10630.52
        4836        1.20   10631.72
        4837        1.44   10633.16
        4838        1.12   10634.28
        4839        1.52   10635.80
        4840        1.88   10637.68
        4841        1.40   10639.08
        4842        1.24   10640.32
        4843        1.56   10641.88
        4844        1.12   10643.00
        4845        2.12   10645.12
        4846        1.52   10646.64
        4847        1.28   10647.92
        4848        1.64   10649.56
        4849        1.08   10650.64
        4850        0.88   10651.52
        4851        1.28   10652.80
        4852        1.04   10653.84
        4853        2.16   10656.00
        4854        1.68   10657.68
        4855        1.16   10658.84
        4856        0.92   10659.76
        4857        0.96   10660.72
        4858        1.24   10661.96
        4859        1.20   10663.16
        4860        0.88   10664.04
        4861        1.60   10665.64
        4862        1.36   10667.00
        4863        1.60   10668.60
        4864        0.92   10669.52
        4865        1.12   10670.64
        4866        1.12   10671.76
        4867        0.92   10672.68
        4868        0.92   10673.60
        4869        0.84   10674.44
        4870        1.52   10675.96
        4871        1.20   10677.16
        4872        0.68   10677.84
        4873        0.68   10678.52
        4874        1.12   10679.64
        4875        1.08   10680.72
        4876        2.00   10682.72
        4877        0.88   10683.60
        4878        0.56   10684.16
        4879        0.56   10684.72
        4880        0.92   10685.64
        4881        0.68   10686.32
        4882        0.52   10686.84
        4883        0.68   10687.52
        4884        0.88   10688.40
        4885        0.84   10689.24
        4886        0.88   10690.12
        4887        2.40   10692.52
        4888        1.32   10693.84
        4889        1.68   10695.52
        4890        2.00   10697.52
        4891        1.44   10698.96
        4892        2.16   10701.12
        4893        2.68   10703.80
        4894        1.72   10705.52
        4895        1.08   10706.60
        4896        1.00   10707.60
        4897        0.88   10708.48
        4898        1.20   10709.68
        4899        1.24   10710.92
        4900        1.12   10712.04
        4901        1.48   10713.52
        4902        0.84   10714.36
        4903        1.44   10715.80
        4904        0.88   10716.68
        4905        1.08   10717.76
        4906        0.60   10718.36
        4907        0.72   10719.08
        4908        1.20   10720.28
        4909        1.24   10721.52
        4910        1.88   10723.40
        4911        1.20   10724.60
        4912        1.52   10726.12
        4913        2.52   10728.64
        4914        0.84   10729.48
        4915        1.88   10731.36
        4916        1.20   10732.56
        4917        1.28   10733.84
        4918        1.52   10735.36
        4919        1.48   10736.84
        4920        2.24   10739.08
        4921        1.20   10740.28
        4922        1.40   10741.68
        4923        1.28   10742.96
        4924        1.40   10744.36
        4925        1.36   10745.72
        4926        0.68   10746.40
        4927        0.72   10747.12
        4928        1.72   10748.84
        4929        1.20   10750.04
        4930        1.28   10751.32
        4931        0.92   10752.24
        4932        1.12   10753.36
        4933        1.20   10754.56
        4934        1.28   10755.84
        4935        1.12   10756.96
        4936        0.88   10757.84
        4937        1.88   10759.72
        4938        1.28   10761.00
        4939        1.12   10762.12
        4940        0.92   10763.04
        4941        1.80   10764.84
        4942        2.24   10767.08
        4943        1.56   10768.64
        4944        1.12   10769.76
        4945        1.20   10770.96
        4946        1.24   10772.20
        4947        0.80   10773.00
        4948        1.52   10774.52
        4949        1.60   10776.12
        4950        1.28   10777.40
        4951        0.84   10778.24
        4952        1.08   10779.32
        4953        0.72   10780.04
        4954        0.92   10780.96
        4955        1.08   10782.04
        4956        0.88   10782.92
        4957        0.88   10783.80
        4958        1.08   10784.88
        4959        1.68   10786.56
        4960        1.44   10788.00
        4961        1.12   10789.12
        4962        1.72   10790.84
        4963        1.12   10791.96
        4964        1.36   10793.32
        4965        1.40   10794.72
        4966        1.08   10795.80
        4967        2.00   10797.80
        4968        0.92   10798.72
        4969        0.80   10799.52
        4970        0.92   10800.44
        4971        1.40   10801.84
        4972        1.44   10803.28
        4973        2.00   10805.28
        4974        1.32   10806.60
        4975        1.40   10808.00
        4976        1.60   10809.60
        4977        2.48   10812.08
        4978        2.20   10814.28
        4979        1.52   10815.80
        4980        1.76   10817.56
        4981        1.68   10819.24
        4982        1.84   10821.08
        4983        2.08   10823.16
        4984        1.20   10824.36
        4985        2.32   10826.68
        4986        1.72   10828.40
        4987        2.08   10830.48
        4988        3.40   10833.88
        4989        3.60   10837.48
        4990        3.00   10840.48
        4991        2.08   10842.56
        4992        2.24   10844.80
        4993        1.60   10846.40
        4994        1.52   10847.92
        4995        1.84   10849.76
        4996        0.88   10850.64
        4997        1.40   10852.04
        4998        2.00   10854.04
        4999        2.84   10856.88
        5000        2.48   10859.36
        5001        2.56   10861.92
        5002        1.24   10863.16
        5003        2.88   10866.04
        5004        2.04   10868.08
        5005        1.12   10869.20
        5006        2.20   10871.40
        5007        1.40   10872.80
        5008        1.64   10874.44
        5009        1.72   10876.16
        5010        1.76   10877.92
        5011        2.44   10880.36
        5012        1.88   10882.24
        5013        0.88   10883.12
        5014        1.28   10884.40
        5015        1.20   10885.60
        5016        1.56   10887.16
        5017        1.44   10888.60
        5018        1.20   10889.80
        5019        1.20   10891.00
        5020        1.20   10892.20
        5021        0.88   10893.08
        5022        1.12   10894.20
        5023        1.96   10896.16
        5024        2.00   10898.16
        5025        1.28   10899.44
        5026        1.52   10900.96
        5027        1.00   10901.96
        5028        1.92   10903.88
        5029        1.76   10905.64
        5030        1.00   10906.64
        5031        1.36   10908.00
        5032        2.32   10910.32
        5033        1.52   10911.84
        5034        1.04   10912.88
        5035        1.28   10914.16
        5036        1.68   10915.84
        5037        1.56   10917.40
        5038        0.80   10918.20
        5039        1.88   10920.08
        5040        1.48   10921.56
        5041        1.68   10923.24
        5042        0.92   10924.16
        5043        1.08   10925.24
        5044        0.96   10926.20
        5045        0.96   10927.16
        5046        0.60   10927.76
        5047        1.60   10929.36
        5048        0.60   10929.96
        5049        1.00   10930.96
        5050        1.16   10932.12
        5051        1.32   10933.44
        5052        2.12   10935.56
        5053        1.20   10936.76
        5054        1.40   10938.16
        5055        1.00   10939.16
        5056        1.00   10940.16
        5057        1.40   10941.56
        5058        1.28   10942.84
        5059        1.00   10943.84
        5060        1.20   10945.04
        5061        1.64   10946.68
        5062        2.00   10948.68
        5063        1.24   10949.92
        5064        1.76   10951.68
        5065        1.20   10952.88
        5066        1.20   10954.08
        5067        2.00   10956.08
        5068        1.44   10957.52
        5069        1.28   10958.80
        5070        2.00   10960.80
        5071        1.20   10962.00
        5072        1.12   10963.12
        5073        0.68   10963.80
        5074        1.04   10964.84
        5075        0.48   10965.32
        5076        0.88   10966.20
        5077        0.92   10967.12
        5078        0.84   10967.96
        5079        0.56   10968.52
        5080        0.40   10968.92
        5081        1.68   10970.60
        5082        1.12   10971.72
        5083        1.00   10972.72
        5084        1.32   10974.04
        5085        1.40   10975.44
        5086        1.20   10976.64
        5087        0.88   10977.52
        5088        0.96   10978.48
        5089        1.00   10979.48
        5090        1.00   10980.48
        5091        1.60   10982.08
        5092        1.28   10983.36
        5093        1.68   10985.04
        5094        1.44   10986.48
        5095        0.84   10987.32
        5096        1.44   10988.76
        5097        2.60   10991.36
        5098        2.08   10993.44
        5099        1.68   10995.12
        5100        1.48   10996.60
        5101        2.16   10998.76
        5102        1.72   11000.48
        5103        1.28   11001.76
        5104        1.84   11003.60
        5105        1.76   11005.36
        5106        1.20   11006.56
        5107        1.20   11007.76
        5108        2.60   11010.36
        5109        1.48   11011.84
        5110        1.44   11013.28
        5111        1.80   11015.08
        5112        0.96   11016.04
        5113        0.92   11016.96
        5114        2.40   11019.36
        5115        0.92   11020.28
        5116        2.20   11022.48
        5117        2.64   11025.12
        5118        1.96   11027.08
        5119        1.60   11028.68
        5120        1.08   11029.76
        5121        1.00   11030.76
        5122        2.52   11033.28
        5123        2.28   11035.56
        5124        1.16   11036.72
        5125        1.20   11037.92
        5126        0.84   11038.76
        5127        0.60   11039.36
        5128        0.80   11040.16
        5129        0.68   11040.84
        5130        0.68   11041.52
        5131        0.56   11042.08
        5132        2.56   11044.64
        5133        1.00   11045.64
        5134        1.20   11046.84
        5135        0.80   11047.64
        5136        0.72   11048.36
        5137        0.36   11048.72
        5138        0.84   11049.56
        5139        1.20   11050.76
        5140        1.16   11051.92
        5141        1.48   11053.40
        5142        1.28   11054.68
        5143        1.20   11055.88
        5144        0.92   11056.80
        5145        1.00   11057.80
        5146        0.84   11058.64
        5147        1.48   11060.12
        5148        1.16   11061.28
        5149        1.16   11062.44
        5150        1.60   11064.04
        5151        1.72   11065.76
        5152        1.88   11067.64
        5153        1.12   11068.76
        5154        1.80   11070.56
        5155        1.40   11071.96
        5156        1.00   11072.96
        5157        2.20   11075.16
        5158        1.28   11076.44
        5159        1.40   11077.84
        5160        2.20   11080.04
        5161        1.52   11081.56
        5162        1.24   11082.80
        5163        2.48   11085.28
        5164        1.72   11087.00
        5165        2.80   11089.80
        5166        2.28   11092.08
        5167        3.04   11095.12
        5168        2.92   11098.04
        5169        3.20   11101.24
        5170        1.60   11102.84
        5171        2.00   11104.84
        5172        2.64   11107.48
        5173        2.00   11109.48
        5174        1.24   11110.72
        5175        2.44   11113.16
        5176        1.04   11114.20
        5177        3.08   11117.28
        5178        2.08   11119.36
        5179        2.52   11121.88
        5180        1.60   11123.48
        5181        1.32   11124.80
        5182        0.76   11125.56
        5183        0.84   11126.40
        5184        2.00   11128.40
        5185        2.48   11130.88
        5186        2.80   11133.68
        5187        1.88   11135.56
        5188        1.80   11137.36
        5189        2.92   11140.28
        5190        3.20   11143.48
        5191        1.88   11145.36
        5192        0.80   11146.16
        5193        1.32   11147.48
        5194        2.40   11149.88
        5195        2.12   11152.00
        5196        1.48   11153.48
        5197        1.28   11154.76
        5198        1.20   11155.96
        5199        1.60   11157.56
        5200        1.20   11158.76
        5201        2.08   11160.84
        5202        1.56   11162.40
        5203        2.40   11164.80
        5204        2.36   11167.16
        5205        1.48   11168.64
        5206        2.08   11170.72
        5207        1.92   11172.64
        5208        1.60   11174.24
        5209        1.52   11175.76
        5210        1.56   11177.32
        5211        1.00   11178.32
        5212        0.80   11179.12
        5213        0.88   11180.00
        5214        1.08   11181.08
        5215        0.52   11181.60
        5216        0.72   11182.32
        5217        1.00   11183.32
        5218        1.00   11184.32
        5219        0.64   11184.96
        5220        0.88   11185.84
        5221        1.60   11187.44
        5222        2.40   11189.84
        5223        0.84   11190.68
        5224        0.68   11191.36
        5225        0.84   11192.20
        5226        1.04   11193.24
        5227        0.80   11194.04
        5228        1.20   11195.24
        5229        0.72   11195.96
        5230        0.76   11196.72
        5231        1.08   11197.80
        5232        1.20   11199.00
        5233        1.04   11200.04
        5234        1.52   11201.56
        5235        1.68   11203.24
        5236        1.80   11205.04
        5237        1.08   11206.12
        5238        1.08   11207.20
        5239        1.32   11208.52
        5240        0.80   11209.32
        5241        1.00   11210.32
        5242        1.20   11211.52
        5243        1.32   11212.84
        5244        1.16   11214.00
        5245        1.60   11215.60
        5246        1.40   11217.00
        5247        1.40   11218.40
        5248        2.20   11220.60
        5249        2.28   11222.88
        5250        2.60   11225.48
        5251        2.08   11227.56
        5252        1.24   11228.80
        5253        1.44   11230.24
        5254        1.28   11231.52
        5255        1.48   11233.00
        5256        1.40   11234.40
        5257        1.20   11235.60
        5258        0.84   11236.44
        5259        2.40   11238.84
        5260        0.96   11239.80
        5261        0.88   11240.68
        5262        1.00   11241.68
        5263        1.24   11242.92
        5264        0.96   11243.88
        5265        0.84   11244.72
        5266        0.52   11245.24
        5267        0.36   11245.60
        5268        0.80   11246.40
        5269        1.08   11247.48
        5270        0.88   11248.36
        5271        0.76   11249.12
        5272        1.00   11250.12
        5273        0.84   11250.96
        5274        0.72   11251.68
        5275        1.08   11252.76
        5276        0.80   11253.56
        5277        0.88   11254.44
        5278        0.60   11255.04
        5279        0.68   11255.72
        5280        1.88   11257.60
        5281        0.80   11258.40
        5282        0.92   11259.32
        5283        0.60   11259.92
        5284        0.92   11260.84
        5285        1.04   11261.88
        5286        1.00   11262.88
        5287        0.84   11263.72
        5288        1.20   11264.92
        5289        1.08   11266.00
        5290        1.20   11267.20
        5291        0.84   11268.04
        5292        0.92   11268.96
        5293        1.20   11270.16
        5294        0.84   11271.00
        5295        0.72   11271.72
        5296        0.52   11272.24
        5297        0.80   11273.04
        5298        0.80   11273.84
        5299        1.12   11274.96
        5300        1.28   11276.24
        5301        1.40   11277.64
        5302        1.88   11279.52
        5303        1.20   11280.72
        5304        1.00   11281.72
        5305        0.96   11282.68
        5306        0.88   11283.56
        5307        0.84   11284.40
        5308        1.32   11285.72
        5309        1.80   11287.52
        5310        1.52   11289.04
        5311        1.36   11290.40
        5312        2.00   11292.40
        5313        2.08   11294.48
        5314        1.80   11296.28
        5315        2.00   11298.28
        5316        2.88   11301.16
        5317        1.64   11302.80
        5318        1.20   11304.00
        5319        2.12   11306.12
        5320        4.24   11310.36
        5321        4.00   11314.36
        5322        3.04   11317.40
        5323        1.96   11319.36
        5324        2.12   11321.48
        5325        2.04   11323.52
        5326        2.72   11326.24
        5327        3.12   11329.36
        5328        1.08   11330.44
        5329        6.12   11336.56
        5330        2.08   11338.64
        5331        1.52   11340.16
        5332        1.12   11341.28
        5333        1.68   11342.96
        5334        1.88   11344.84
        5335        2.08   11346.92
        5336        4.32   11351.24
        5337        5.08   11356.32
        5338        2.72   11359.04
        5339        2.48   11361.52
        5340        2.32   11363.84
        5341        1.20   11365.04
        5342        1.32   11366.36
        5343        1.40   11367.76
        5344        1.56   11369.32
        5345        1.88   11371.20
        5346        1.48   11372.68
        5347        1.96   11374.64
        5348        1.40   11376.04
        5349        1.60   11377.64
        5350        1.76   11379.40
        5351        1.80   11381.20
        5352        1.20   11382.40
        5353        3.80   11386.20
        5354        3.80   11390.00
        5355        3.80   11393.80
        5356        3.80   11397.60
        5357        3.80   11401.40
        5358        3.80   11405.20
        5359        3.80   11409.00
        5360        3.80   11412.80
        5361        3.80   11416.60
        5362        3.80   11420.40
        5363        3.80   11424.20
        5364        3.80   11428.00
        5365        3.80   11431.80
        5366        3.80   11435.60
        5367        3.80   11439.40
        5368        3.80   11443.20
        5369        3.80   11447.00
        5370        3.80   11450.80
        5371        3.80   11454.60
        5372        3.80   11458.40
        5373        3.80   11462.20
        5374        7.16   11469.36
        5375        2.08   11471.44
        5376        1.92   11473.36
        5377        3.60   11476.96
        5378        2.40   11479.36
        5379        1.60   11480.96
        5380        2.40   11483.36
        5381        4.40   11487.76
        5382        3.44   11491.20
        5383        2.08   11493.28
        5384        3.04   11496.32
        5385        2.84   11499.16
        5386       13.08   11512.24
        5387        4.48   11516.72
        5388        1.40   11518.12
        5389        1.08   11519.20
        5390        2.00   11521.20
        5391        1.76   11522.96
        5392        2.64   11525.60
        5393        2.80   11528.40
        5394        2.48   11530.88
        5395        5.52   11536.40
        5396        4.28   11540.68
        5397        3.64   11544.32
        5398        7.32   11551.64
        5399        2.32   11553.96
        5400        1.36   11555.32
        5401        1.48   11556.80
        5402        1.48   11558.28
        5403        2.64   11560.92
        5404        4.80   11565.72
        5405        3.44   11569.16
        5406        3.52   11572.68
        5407        3.44   11576.12
        5408        5.32   11581.44
        5409        2.08   11583.52
        5410        2.84   11586.36
        5411        2.52   11588.88
        5412        2.68   11591.56
        5413        2.48   11594.04
        5414        2.16   11596.20
        5415        2.72   11598.92
        5416        2.52   11601.44
        5417        2.88   11604.32
        5418        1.64   11605.96
        5419        0.88   11606.84
        5420        7.68   11614.52
        5421        5.56   11620.08
        5422        1.56   11621.64
        5423        3.04   11624.68
        5424        1.64   11626.32
        5425        2.48   11628.80
        5426        3.92   11632.72
        5427        1.32   11634.04
        5428        2.56   11636.60
        5429        2.00   11638.60
        5430        1.72   11640.32
        5431        2.00   11642.32
        5432        2.60   11644.92
        5433        5.52   11650.44
        5434        4.48   11654.92
        5435        7.04   11661.96
        5436        5.20   11667.16
        5437        6.84   11674.00
        5438        1.76   11675.76
        5439        2.68   11678.44
        5440        2.00   11680.44
        5441        1.28   11681.72
        5442        1.08   11682.80
        5443        1.76   11684.56
        5444        1.52   11686.08
        5445        1.80   11687.88
        5446        1.92   11689.80
        5447        2.00   11691.80
        5448        3.20   11695.00
        5449        4.08   11699.08
        5450        2.20   11701.28
        5451        2.88   11704.16
        5452        1.96   11706.12
        5453        1.92   11708.04
        5454        1.32   11709.36
        5455        3.04   11712.40
        5456        1.60   11714.00
        5457        1.48   11715.48
        5458        3.96   11719.44
        5459        2.72   11722.16
        5460        1.32   11723.48
        5461        1.60   11725.08
        5462        1.88   11726.96
        5463        1.60   11728.56
        5464        3.80   11732.36
        5465        3.80   11736.16
        5466        2.44   11738.60
